geoid,timestep,deaths
17031803013,2,1
17031803014,2,0
17031803015,2,0
17031803016,2,0
17031803017,2,0
17031803100,2,0
17031803200,2,0
17031803300,2,0
17031803400,2,1
17031803500,2,0
17031803603,2,0
17031803604,2,0
17031803605,2,1
17031803607,2,0
17031803608,2,0
17031803611,2,0
17031803612,2,0
17031803613,2,1
17031803614,2,0
17031803615,2,0
17031803616,2,0
17031803701,2,1
17031803702,2,0
17031803800,2,0
17031803901,2,0
17031803902,2,0
17031804000,2,1
17031804102,2,0
17031804104,2,0
17031804105,2,1
17031804106,2,0
17031804108,2,0
17031804109,2,0
17031804202,2,0
17031804203,2,0
17031804204,2,0
17031804305,2,0
17031804306,2,0
17031804308,2,0
17031804309,2,0
17031804312,2,0
17031804313,2,0
17031804314,2,1
17031804315,2,0
17031804316,2,0
17031804403,2,0
17031804404,2,0
17031804405,2,0
17031804406,2,1
17031804505,2,3
17031804506,2,0
17031804508,2,0
17031804509,2,1
17031804510,2,0
17031804511,2,0
17031804512,2,1
17031804513,2,0
17031804514,2,1
17031804603,2,3
17031804606,2,0
17031804607,2,1
17031804608,2,0
17031804609,2,0
17031804610,2,0
17031804611,2,0
17031804701,2,0
17031804705,2,0
17031804706,2,0
17031804709,2,0
17031804710,2,0
17031804711,2,2
17031804712,2,0
17031804713,2,0
17031804714,2,0
17031804715,2,0
17031804716,2,1
17031804803,2,1
17031804804,2,0
17031804805,2,1
17031804806,2,0
17031804807,2,0
17031804808,2,0
17031804809,2,0
17031804810,2,0
17031804901,2,1
17031804902,2,1
17031805001,2,0
17031805002,2,0
17031805105,2,1
17031805106,2,0
17031805107,2,4
17031805108,2,0
17031805109,2,1
17031805110,2,0
17031805111,2,1
17031805112,2,0
17031805201,2,0
17031805202,2,1
17031805301,2,0
17031805302,2,1
17031805401,2,1
17031805402,2,0
17031805501,2,1
17031805502,2,0
17031805600,2,1
17031805701,2,0
17031805702,2,0
17031805801,2,0
17031805802,2,1
17031805901,2,0
17031805902,2,1
17031806001,2,0
17031806002,2,0
17031806004,2,1
17031806005,2,0
17031806006,2,0
17031806102,2,2
17031806103,2,1
17031806104,2,1
17031806201,2,1
17031806202,2,1
17031806300,2,1
17031806400,2,2
17031806501,2,0
17031806502,2,1
17031806600,2,0
17031806700,2,0
17031806801,2,0
17031806802,2,0
17031806900,2,1
17031807000,2,1
17031807100,2,1
17031807200,2,1
17031807300,2,1
17031807400,2,1
17031807500,2,0
17031807600,2,1
17031807700,2,0
17031807800,2,1
17031807900,2,0
17031808001,2,0
17031808002,2,1
17031808100,2,1
17031808200,2,1
17031808301,2,0
17031808302,2,0
17031808400,2,1
17031808500,2,0
17031808600,2,0
17031808702,2,1
17031808800,2,0
17031808900,2,1
17031809000,2,0
17031809100,2,0
17031809200,2,1
17031809300,2,0
17031809401,2,0
17031809402,2,0
17031809500,2,1
17031809600,2,0
17031809700,2,1
17031809800,2,0
17031809900,2,0
17031810000,2,0
17031810100,2,0
17031810200,2,2
17031810301,2,0
17031810302,2,0
17031810400,2,0
17031810501,2,1
17031810502,2,1
17031810600,2,1
17031810701,2,1
17031810702,2,1
17031810800,2,1
17031810900,2,3
17031811000,2,1
17031811100,2,2
17031811200,2,1
17031811301,2,6
17031811302,2,0
17031811401,2,1
17031811402,2,3
17031811500,2,0
17031811600,2,0
17031811701,2,0
17031811702,2,1
17031811800,2,1
17031811900,2,1
17031812000,2,1
17031812100,2,0
17031812200,2,1
17031812301,2,3
17031812302,2,0
17031812400,2,0
17031812500,2,0
17031812600,2,1
17031812700,2,0
17031812801,2,1
17031812802,2,0
17031812900,2,0
17031813000,2,0
17031813100,2,1
17031813200,2,0
17031813301,2,1
17031813302,2,2
17031813400,2,1
17031813500,2,1
17031813600,2,0
17031813701,2,0
17031813702,2,3
17031813801,2,0
17031813802,2,1
17031813900,2,1
17031814000,2,0
17031814100,2,1
17031814200,2,1
17031814300,2,1
17031814400,2,0
17031814500,2,1
17031814600,2,0
17031814700,2,0
17031814800,2,1
17031814900,2,0
17031815000,2,1
17031815100,2,1
17031815200,2,2
17031815300,2,0
17031815400,2,0
17031815500,2,0
17031815600,2,2
17031815701,2,0
17031815702,2,1
17031815800,2,0
17031815900,2,0
17031816000,2,1
17031816100,2,3
17031816200,2,0
17031816300,2,3
17031816401,2,1
17031816402,2,2
17031816500,2,0
17031816600,2,0
17031816700,2,0
17031816800,2,1
17031816900,2,0
17031817000,2,2
17031817101,2,1
17031817102,2,1
17031817200,2,1
17031817300,2,1
17031817400,2,0
17031817500,2,5
17031817600,2,1
17031817700,2,0
17031817900,2,1
17031818000,2,1
17031818100,2,0
17031818200,2,2
17031818300,2,2
17031818401,2,0
17031818402,2,2
17031818500,2,1
17031818600,2,0
17031818700,2,1
17031818800,2,5
17031818900,2,0
17031819000,2,0
17031819100,2,2
17031819200,2,1
17031819300,2,1
17031819400,2,0
17031819500,2,0
17031819600,2,0
17031819700,2,0
17031819801,2,0
17031819802,2,0
17031819900,2,0
17031820000,2,0
17031820101,2,1
17031820103,2,0
17031820104,2,2
17031820202,2,0
17031820203,2,1
17031820204,2,2
17031820300,2,1
17031820400,2,1
17031820501,2,2
17031820502,2,3
17031820603,2,0
17031820604,2,2
17031820605,2,0
17031820606,2,0
17031820700,2,1
17031820800,2,1
17031820901,2,1
17031820902,2,0
17031821001,2,1
17031821002,2,0
17031821101,2,0
17031821102,2,1
17031821200,2,2
17031821300,2,2
17031821401,2,0
17031821402,2,3
17031821500,2,0
17031821600,2,0
17031821700,2,1
17031821800,2,2
17031821900,2,0
17031822000,2,2
17031822101,2,0
17031822102,2,1
17031822200,2,0
17031822301,2,0
17031822302,2,0
17031822400,2,2
17031822500,2,1
17031822601,2,1
17031822602,2,2
17031822701,2,2
17031822702,2,0
17031822801,2,0
17031822802,2,1
17031822900,2,0
17031823001,2,2
17031823002,2,1
17031823101,2,0
17031823102,2,1
17031823200,2,2
17031823302,2,0
17031823303,2,0
17031823304,2,2
17031823400,2,0
17031823500,2,0
17031823602,2,0
17031823603,2,1
17031823604,2,0
17031823605,2,0
17031823702,2,1
17031823703,2,3
17031823704,2,1
17031823705,2,0
17031823801,2,0
17031823803,2,1
17031823805,2,0
17031823806,2,0
17031823901,2,0
17031823903,2,1
17031823904,2,0
17031824003,2,0
17031824004,2,1
17031824005,2,0
17031824006,2,0
17031824105,2,2
17031824106,2,1
17031824107,2,1
17031824113,2,0
17031824114,2,0
17031824115,2,0
17031824116,2,1
17031824119,2,0
17031824121,2,0
17031824122,2,0
17031824123,2,1
17031824124,2,0
17031824125,2,1
17031824126,2,0
17031824127,2,0
17031824128,2,2
17031824129,2,0
17031824300,2,1
17031824400,2,0
17031824503,2,0
17031824505,2,1
17031824507,2,0
17031824508,2,0
17031824509,2,0
17031824601,2,0
17031824602,2,2
17031824701,2,1
17031824702,2,0
17031824800,2,2
17031824900,2,1
17031825000,2,1
17031825200,2,0
17031825302,2,1
17031825303,2,0
17031825304,2,0
17031825400,2,1
17031825501,2,0
17031825503,2,0
17031825504,2,0
17031825505,2,0
17031825600,2,0
17031825700,2,1
17031825801,2,0
17031825802,2,1
17031825803,2,1
17031825900,2,0
17031826000,2,0
17031826100,2,0
17031826201,2,0
17031826202,2,1
17031826301,2,0
17031826303,2,1
17031826304,2,0
17031826401,2,0
17031826402,2,0
17031826500,2,1
17031826600,2,0
17031826700,2,0
17031826800,2,1
17031826901,2,1
17031826902,2,0
17031827000,2,0
17031827100,2,1
17031827200,2,0
17031827300,2,0
17031827400,2,0
17031827500,2,0
17031827600,2,0
17031827700,2,2
17031827801,2,1
17031827802,2,0
17031827804,2,0
17031827805,2,0
17031827901,2,1
17031827902,2,1
17031828000,2,1
17031828100,2,0
17031828201,2,0
17031828202,2,1
17031828300,2,0
17031828401,2,2
17031828402,2,0
17031828503,2,0
17031828504,2,1
17031828505,2,1
17031828507,2,1
17031828508,2,0
17031828601,2,0
17031828602,2,1
17031828701,2,0
17031828702,2,0
17031828801,2,0
17031828802,2,1
17031828900,2,0
17031829000,2,1
17031829100,2,1
17031829200,2,2
17031829301,2,0
17031829302,2,0
17031829401,2,1
17031829402,2,0
17031829500,2,0
17031829600,2,1
17031829700,2,0
17031829800,2,0
17031829902,2,0
17031829903,2,0
17031829904,2,0
17031830001,2,3
17031830003,2,0
17031830004,2,0
17031830005,2,0
17031830006,2,0
17031830007,2,0
17031830008,2,0
17031830100,2,0
17031830201,2,0
17031830202,2,1
17031830300,2,2
17031830400,2,0
17031830500,2,0
17031830600,2,0
17031830700,2,3
17031830800,2,1
17031830900,2,0
17031831000,2,0
17031831100,2,3
17031831200,2,0
17031831300,2,2
17031831400,2,1
17031831500,2,0
17031831600,2,0
17031831700,2,0
17031831800,2,0
17031831900,2,0
17031832000,2,0
17031832100,2,0
17031832200,2,0
17031832300,2,0
17031832400,2,2
17031832500,2,0
17031832600,2,0
17031832900,2,0
17031833000,2,0
17031833100,2,1
17031833300,2,0
17031833900,2,1
17031834000,2,2
17031834200,2,1
17031834300,2,1
17031834400,2,1
17031834500,2,1
17031834600,2,0
17031834700,2,3
17031834800,2,2
17031834900,2,1
17031835000,2,0
17031835100,2,0
17031835200,2,4
17031835500,2,2
17031835600,2,2
17031835800,2,0
17031836000,2,0
17031836100,2,0
17031836200,2,0
17031836300,2,0
17031836400,2,0
17031836500,2,0
17031836600,2,8
17031836700,2,5
17031836800,2,3
17031836900,2,1
17031837000,2,3
17031837100,2,0
17031837300,2,2
17031837400,2,1
17031837800,2,1
17031838000,2,1
17031838100,2,2
17031838200,2,3
17031838300,2,0
17031838600,2,3
17031838700,2,9
17031838800,2,0
17031839000,2,1
17031839100,2,7
17031839200,2,0
17031839500,2,1
17031839600,2,0
17031839700,2,0
17031839800,2,1
17031839900,2,2
17031840000,2,1
17031840100,2,0
17031840200,2,0
17031840300,2,1
17031840400,2,1
17031840700,2,0
17031840800,2,0
17031841000,2,0
17031841100,2,0
17031841200,2,2
17031841300,2,0
17031841500,2,3
17031841700,2,1
17031841800,2,0
17031841900,2,3
17031842000,2,0
17031842100,2,4
17031842200,2,1
17031842300,2,0
17031842400,2,0
17031842500,2,0
17031842600,2,0
17031842800,2,0
17031842900,2,3
17031843000,2,5
17031843100,2,1
17031843200,2,0
17031843300,2,1
17031843400,2,1
17031843500,2,0
17031843600,2,0
17031843700,2,1
17031843800,2,0
17031843900,2,1
17031844600,2,0
17031844700,2,2
17031010100,3,2
17031010201,3,1
17031010202,3,2
17031010300,3,3
17031010400,3,2
17031010501,3,1
17031010502,3,0
17031010503,3,0
17031010600,3,4
17031010701,3,2
17031010702,3,1
17031020100,3,1
17031020200,3,0
17031020301,3,0
17031020302,3,0
17031020400,3,0
17031020500,3,2
17031020601,3,0
17031020602,3,1
17031020701,3,0
17031020702,3,0
17031020801,3,2
17031020802,3,2
17031020901,3,0
17031020902,3,0
17031030101,3,1
17031030102,3,2
17031030103,3,0
17031030104,3,0
17031030200,3,2
17031030300,3,0
17031030400,3,1
17031030500,3,0
17031030601,3,0
17031030603,3,3
17031030604,3,1
17031030701,3,1
17031030702,3,0
17031030703,3,1
17031030706,3,2
17031030800,3,0
17031030900,3,0
17031031000,3,0
17031031100,3,0
17031031200,3,2
17031031300,3,2
17031031400,3,1
17031031501,3,3
17031031502,3,1
17031031700,3,4
17031031800,3,0
17031031900,3,0
17031032100,3,1
17031040100,3,0
17031040201,3,0
17031040202,3,2
17031040300,3,0
17031040401,3,0
17031040402,3,0
17031040600,3,1
17031040700,3,0
17031040800,3,0
17031040900,3,0
17031050100,3,2
17031050200,3,0
17031050300,3,0
17031050500,3,1
17031050600,3,0
17031050700,3,0
17031050800,3,0
17031050900,3,0
17031051000,3,0
17031051100,3,0
17031051200,3,0
17031051300,3,0
17031051400,3,0
17031060100,3,0
17031060200,3,0
17031060300,3,0
17031060400,3,1
17031060500,3,1
17031060800,3,0
17031060900,3,3
17031061000,3,0
17031061100,3,1
17031061200,3,0
17031061500,3,0
17031061800,3,1
17031061901,3,0
17031061902,3,2
17031062000,3,1
17031062100,3,0
17031062200,3,2
17031062300,3,0
17031062400,3,2
17031062500,3,0
17031062600,3,0
17031062700,3,0
17031062800,3,3
17031062900,3,0
17031063000,3,0
17031063100,3,1
17031063200,3,1
17031063301,3,0
17031063302,3,0
17031063303,3,0
17031063400,3,0
17031070101,3,1
17031070102,3,0
17031070103,3,0
17031070200,3,2
17031070300,3,0
17031070400,3,0
17031070500,3,1
17031070600,3,0
17031070700,3,0
17031071000,3,0
17031071100,3,0
17031071200,3,0
17031071300,3,1
17031071400,3,2
17031071500,3,0
17031071600,3,0
17031071700,3,0
17031071800,3,0
17031080100,3,1
17031080201,3,0
17031080202,3,0
17031080300,3,0
17031080400,3,1
17031081000,3,0
17031081100,3,2
17031081201,3,2
17031081202,3,1
17031081300,3,0
17031081401,3,0
17031081402,3,1
17031081403,3,1
17031081500,3,2
17031081600,3,3
17031081700,3,0
17031081800,3,1
17031081900,3,1
17031090100,3,0
17031090200,3,0
17031090300,3,0
17031100100,3,0
17031100200,3,0
17031100300,3,0
17031100400,3,0
17031100500,3,0
17031100600,3,0
17031100700,3,0
17031110100,3,1
17031110200,3,0
17031110300,3,0
17031110400,3,0
17031110501,3,0
17031110502,3,0
17031120100,3,1
17031120200,3,1
17031120300,3,0
17031120400,3,1
17031130100,3,0
17031130200,3,0
17031130300,3,2
17031140100,3,1
17031140200,3,0
17031140301,3,0
17031140302,3,0
17031140400,3,1
17031140500,3,0
17031140601,3,0
17031140602,3,3
17031140701,3,0
17031140702,3,1
17031140800,3,0
17031150200,3,3
17031150300,3,0
17031150401,3,0
17031150402,3,0
17031150501,3,0
17031150502,3,2
17031150600,3,0
17031150700,3,1
17031150800,3,1
17031151001,3,0
17031151002,3,2
17031151100,3,1
17031151200,3,0
17031160100,3,1
17031160200,3,1
17031160300,3,1
17031160400,3,0
17031160501,3,0
17031160502,3,0
17031160601,3,0
17031160602,3,1
17031160700,3,1
17031160800,3,1
17031160900,3,0
17031161000,3,2
17031161100,3,0
17031161200,3,1
17031161300,3,0
17031170100,3,0
17031170200,3,0
17031170300,3,3
17031170400,3,0
17031170500,3,1
17031170600,3,2
17031170700,3,1
17031170800,3,1
17031170900,3,0
17031171000,3,0
17031171100,3,1
17031180100,3,0
17031190100,3,0
17031190200,3,1
17031190300,3,1
17031190401,3,0
17031190402,3,0
