geoid,timestep,deaths_sp_lag,INTPTLAT,INTPTLON,timestep,svi_theme1,svi_theme2,svi_theme3,svi_theme4,svi_total_,prev_deaths_05back,prev_deaths_04back,prev_deaths_03back,prev_deaths_02back,prev_deaths_01back
17031827300,3,0.16666666666666666,41.6090306,-87.6462204,3,0.8426,0.9191,0.8806,0.5042,0.8744,0.0,0.0,0.0,0.0,0.0
17031827400,3,0.375,41.6053741,-87.6659521,3,0.9438,0.8863,0.8559,0.9127,0.9817,0.0,0.0,0.0,0.0,0.0
17031827500,3,0.45454545454545453,41.5924803,-87.6384956,3,0.921,0.7364,0.8944,0.6005,0.8946,0.0,0.0,0.0,1.0,0.0
17031827600,3,0.3333333333333333,41.5920457,-87.6641411,3,0.8172,0.9159,0.6324,0.2389,0.7308,0.0,0.0,0.0,0.0,0.0
17031827700,3,0.6666666666666666,41.5824275,-87.6657556,3,0.8696,0.693,0.7705,0.8186,0.8988,0.0,0.0,0.0,0.0,2.0
17031827801,3,0.25,41.6012262,-87.6081612,3,0.7674,0.9541,0.773,0.6895,0.8821,0.0,0.0,0.0,1.0,1.0
17031827802,3,0.42857142857142855,41.6007043,-87.5904264,3,0.5952,0.7681,0.7236,0.0886,0.5024,0.0,0.0,0.0,0.0,0.0
17031827804,3,0.4,41.5896585,-87.5961218,3,0.5535,0.7261,0.5907,0.0909,0.4298,0.0,0.0,0.0,0.0,0.0
17031827805,3,0.2857142857142857,41.582667,-87.600807,3,0.6023,0.685,0.5368,0.1378,0.4764,0.0,0.0,0.0,0.0,0.0
17031827901,3,0.25,41.5872064,-87.5721404,3,0.5763,0.7026,0.5506,0.3927,0.583,0.0,0.0,0.0,1.0,1.0
17031827902,3,0.6666666666666666,41.58562,-87.5451769,3,0.8349,0.6814,0.8536,0.4236,0.7851,0.0,0.0,0.0,0.0,1.0
17031828000,3,0.6,41.5734205,-87.541792,3,0.7459,0.6638,0.677,0.7158,0.7764,0.0,0.0,0.0,0.0,1.0
17031828100,3,0.6,41.5634411,-87.5356299,3,0.7,0.6747,0.6648,0.0662,0.4934,0.0,0.0,0.0,0.0,0.0
17031828201,3,0.5,41.5700056,-87.5664455,3,0.4976,0.5106,0.6112,0.4361,0.5271,0.0,0.0,0.0,2.0,0.0
17031828202,3,0.42857142857142855,41.5610697,-87.565853,3,0.4179,0.5119,0.523,0.3266,0.417,0.0,0.0,0.0,0.0,1.0
17031828300,3,0.3,41.5701733,-87.611745,3,0.4883,0.624,0.6462,0.7608,0.663,0.0,0.0,0.0,1.0,0.0
17031828401,3,0.5714285714285714,41.5679857,-87.6651958,3,0.3132,0.2052,0.512,0.3908,0.309,0.0,0.0,0.0,0.0,2.0
17031828402,3,0.42857142857142855,41.5696515,-87.6409799,3,0.4748,0.8651,0.6758,0.9708,0.8326,0.0,0.0,0.0,0.0,0.0
17031828503,3,0.42857142857142855,41.5027587,-87.5689506,3,0.7944,0.887,0.6706,0.7794,0.8747,0.0,0.0,0.0,0.0,0.0
17031828504,3,0.3333333333333333,41.4811153,-87.5506588,3,0.8445,0.7797,0.636,0.1985,0.6849,0.0,0.0,0.0,0.0,1.0
17031828505,3,0.3333333333333333,41.5444212,-87.5604695,3,0.5863,0.6082,0.7393,0.4782,0.6328,0.0,0.0,0.0,1.0,1.0
17031828507,3,0.5,41.5304853,-87.5348993,3,0.555,0.1969,0.8535,0.4217,0.4868,0.0,0.0,0.0,1.0,1.0
17031828508,3,0.5,41.5213439,-87.5437438,3,0.6468,0.883,0.8376,0.7119,0.7835,0.0,0.0,0.0,0.0,0.0
17031828601,3,0.5,41.5489586,-87.6608609,3,0.229,0.5845,0.5599,0.2999,0.3424,0.0,0.0,0.0,0.0,0.0
17031828602,3,0.4,41.5448091,-87.6408488,3,0.2563,0.6105,0.6809,0.3215,0.4003,0.0,0.0,0.0,0.0,1.0
17031828701,3,0.375,41.5431384,-87.6252653,3,0.6733,0.7999,0.5425,0.6567,0.7292,0.0,0.0,0.0,0.0,0.0
17031828702,3,0.3333333333333333,41.5378384,-87.5990585,3,0.7379,0.8651,0.6848,0.4865,0.7594,0.0,0.0,0.0,0.0,0.0
17031828801,3,0.375,41.5342762,-87.6617452,3,0.3601,0.3802,0.7037,0.3398,0.408,0.0,0.0,0.0,0.0,0.0
17031828802,3,0.5714285714285714,41.5321711,-87.6427436,3,0.372,0.6532,0.6613,0.0861,0.3376,0.0,0.0,0.0,0.0,1.0
17031828900,3,0.625,41.5161624,-87.634952,3,0.9708,0.5662,0.8437,0.948,0.9701,0.0,0.0,0.0,1.0,0.0
17031829000,3,0.3333333333333333,41.5103261,-87.6234952,3,0.9682,0.939,0.8218,0.4788,0.921,0.0,0.0,0.0,0.0,1.0
17031829100,3,0.625,41.4966069,-87.6294933,3,0.9676,0.7293,0.9194,0.843,0.9692,0.0,0.0,0.0,0.0,1.0
17031829200,3,0.625,41.5092569,-87.6483161,3,0.8326,0.5456,0.8835,0.8934,0.9104,0.0,0.0,0.0,1.0,2.0
17031829301,3,0.3333333333333333,41.518378,-87.663778,3,0.6527,0.2823,0.7878,0.2514,0.5201,0.0,0.0,0.0,1.0,0.0
17031829302,3,0.5714285714285714,41.5049432,-87.6662785,3,0.9075,0.7665,0.8928,0.9929,0.9939,0.0,0.0,0.0,0.0,0.0
17031829401,3,0.875,41.4969457,-87.6597613,3,0.9721,0.5247,0.7775,0.3494,0.7838,0.0,0.0,0.0,0.0,1.0
17031829402,3,0.75,41.4825496,-87.6626555,3,0.5522,0.8841,0.6241,0.1326,0.53,0.0,0.0,0.0,0.0,0.0
17031829500,3,0.4,41.4882411,-87.6356188,3,0.8876,0.8648,0.8327,0.9319,0.974,0.0,0.0,0.0,0.0,0.0
17031829600,3,0.25,41.473429,-87.633043,3,0.7742,0.1268,0.7082,0.1134,0.4362,0.0,0.0,0.0,1.0,1.0
17031829700,3,0.5555555555555556,41.4937314,-87.5987123,3,0.8632,0.8895,0.6491,0.7274,0.8827,0.0,0.0,0.0,2.0,0.0
17031829800,3,0.2222222222222222,41.5425866,-87.6843362,3,0.2123,0.623,0.4292,0.2624,0.3023,0.0,0.0,0.0,0.0,0.0
17031829902,3,0.0,41.5395133,-87.7276252,3,0.5191,0.8603,0.7323,0.1509,0.5426,0.0,0.0,0.0,2.0,0.0
17031829903,3,0.0,41.5499963,-87.7228061,3,0.6677,0.6232,0.879,0.1732,0.5562,0.0,0.0,0.0,0.0,0.0
17031829904,3,0.16666666666666666,41.5496776,-87.7612104,3,0.4152,0.4613,0.7697,0.2015,0.3833,0.0,0.0,0.0,1.0,0.0
17031830001,3,0.75,41.4924088,-87.7697665,3,0.6068,0.6885,0.6539,0.3359,0.6001,0.0,0.0,0.0,1.0,3.0
17031830003,3,0.5,41.5137031,-87.7705236,3,0.4292,0.1092,0.4042,0.3404,0.2792,0.0,0.0,0.0,0.0,0.0
17031830004,3,0.0,41.5153161,-87.7286213,3,0.3559,0.0777,0.6449,0.1888,0.2069,0.0,0.0,0.0,0.0,0.0
17031830005,3,0.0,41.5219964,-87.6916481,3,0.2644,0.7996,0.566,0.3899,0.4536,0.0,0.0,0.0,0.0,0.0
17031830006,3,0.4,41.5004956,-87.7262566,3,0.4484,0.376,0.7162,0.6721,0.5757,0.0,0.0,0.0,0.0,0.0
17031830007,3,0.0,41.481612,-87.7228759,3,0.7597,0.7768,0.5685,0.7961,0.8185,0.0,0.0,0.0,0.0,0.0
17031830008,3,0.75,41.4793012,-87.7651372,3,0.434,0.1818,0.6494,0.0501,0.1953,0.0,0.0,0.0,0.0,0.0
17031830100,3,0.3333333333333333,41.5023717,-87.6877677,3,0.2991,0.692,0.3833,0.0347,0.1837,0.0,0.0,0.0,0.0,0.0
17031830201,3,0.2,41.4834318,-87.7086238,3,0.7077,0.2832,0.6074,0.5867,0.6251,0.0,0.0,0.0,0.0,0.0
17031830202,3,0.4444444444444444,41.491997,-87.6925217,3,0.673,0.7884,0.3795,0.1179,0.4953,0.0,0.0,0.0,0.0,1.0
17031830300,3,0.8,41.4838564,-87.6810647,3,0.7029,0.736,0.6257,0.5504,0.7112,0.0,0.0,0.0,3.0,2.0
17031830400,3,0.6,41.4749198,-87.6918353,3,0.6621,0.8979,0.5027,0.3349,0.6444,0.0,0.0,0.0,1.0,0.0
17031830500,3,0.23076923076923078,41.8291246,-87.7193199,3,0.9509,0.5022,0.9984,0.6262,0.903,0.0,0.0,0.0,0.0,0.0
17031830600,3,0.8888888888888888,42.001698,-87.6735738,3,0.7414,0.0816,0.9063,0.992,0.8346,0.0,0.0,0.0,0.0,0.0
17031830700,3,0.9166666666666666,41.9583035,-87.6607646,3,0.6521,0.0915,0.8273,0.975,0.7465,0.0,0.0,0.0,1.0,3.0
17031830800,3,0.3,41.9651413,-87.6765775,3,0.185,0.0067,0.4074,0.5803,0.1044,0.0,0.0,0.0,0.0,1.0
17031830900,3,0.2727272727272727,41.9284245,-87.6849065,3,0.1873,0.0328,0.7949,0.5154,0.2104,0.0,0.0,0.0,0.0,0.0
17031831000,3,0.1111111111111111,41.9147981,-87.6769966,3,0.0,0.0138,0.2905,0.2049,0.0035,0.0,0.0,0.0,0.0,0.0
17031831100,3,0.6363636363636364,41.9428559,-87.7174955,3,0.6004,0.0906,0.9201,0.6346,0.584,0.0,0.0,0.0,0.0,3.0
17031831200,3,1.0,41.9153214,-87.73226,3,0.831,0.6776,0.9839,0.7823,0.9165,0.0,0.0,0.0,0.0,0.0
17031831300,3,1.5454545454545454,41.9077662,-87.7442596,3,0.8644,0.6162,0.9165,0.3921,0.7934,0.0,0.0,0.0,0.0,2.0
17031831400,3,2.642857142857143,41.8691188,-87.7560884,3,0.8301,0.8504,0.8825,0.8253,0.9358,0.0,0.0,0.0,4.0,1.0
17031831500,3,0.7,41.927595,-87.7880067,3,0.6322,0.6846,0.9143,0.7653,0.8008,0.0,0.0,0.0,0.0,0.0
17031831600,3,0.6666666666666666,41.9256105,-87.7976148,3,0.7009,0.7264,0.9364,0.7636,0.8471,0.0,0.0,0.0,0.0,0.0
17031831700,3,0.875,41.9526537,-87.7452546,3,0.7918,0.2791,0.9159,0.4383,0.6964,0.0,0.0,0.0,2.0,0.0
17031831800,3,0.2222222222222222,41.9782238,-87.7164874,3,0.637,0.2399,0.8103,0.8529,0.7173,0.0,0.0,0.0,0.0,0.0
17031831900,3,0.36363636363636365,41.945169,-87.6687907,3,0.0299,0.0064,0.2857,0.6554,0.0501,0.0,0.0,0.0,0.0,0.0
17031832000,3,0.4,41.9462941,-87.6542982,3,0.1902,0.0058,0.304,0.684,0.1047,0.0,0.0,0.0,0.0,0.0
17031832100,3,0.5555555555555556,41.9528215,-87.6532414,3,0.1976,0.0305,0.5965,0.8465,0.2878,0.0,0.0,0.0,0.0,0.0
17031832200,3,0.0,41.9204799,-87.6799746,3,0.0726,0.0311,0.4205,0.4178,0.0748,0.0,0.0,0.0,1.0,0.0
17031832300,3,0.0,41.9198264,-87.6727807,3,0.0604,0.0154,0.6668,0.7585,0.1616,0.0,0.0,0.0,0.0,0.0
17031832400,3,0.5,41.9157411,-87.6922565,3,0.1128,0.0209,0.7775,0.4849,0.1343,0.0,0.0,0.0,1.0,2.0
17031832500,3,0.0,41.9222304,-87.6647962,3,0.3569,0.0578,0.5085,0.8776,0.4134,0.0,0.0,0.0,0.0,0.0
17031832600,3,0.1111111111111111,41.9147541,-87.6544654,3,0.0225,0.0164,0.3066,0.3809,0.0279,0.0,0.0,0.0,0.0,0.0
17031832900,3,1.0,41.8741751,-87.6619349,3,0.5011,0.0212,0.3811,0.5617,0.2393,0.0,0.0,0.0,0.0,0.0
17031833000,3,1.0,41.8852863,-87.6572488,3,0.2547,0.0189,0.2456,0.588,0.1108,0.0,0.0,0.0,2.0,0.0
17031833100,3,1.25,41.8790778,-87.6570459,3,0.2094,0.0437,0.503,0.9229,0.3389,0.0,0.0,0.0,2.0,1.0
17031833300,3,1.1428571428571428,41.8716945,-87.6541237,3,0.565,0.0241,0.7612,0.8243,0.4844,0.0,0.0,0.0,0.0,0.0
17031833900,3,1.0,41.7310321,-87.5474226,3,0.9663,0.8706,0.9846,0.7521,0.9753,0.0,0.0,0.0,0.0,1.0
17031834000,3,0.8,41.7273938,-87.629432,3,0.9158,0.5829,0.4864,0.3182,0.6881,0.0,0.0,0.0,1.0,2.0
17031834200,3,0.9,41.7555676,-87.5836069,3,0.5625,0.7781,0.7345,0.6747,0.7186,0.0,0.0,0.0,5.0,1.0
17031834300,3,1.3333333333333333,41.7458348,-87.591788,3,0.7652,0.79,0.4687,0.536,0.7237,0.0,0.0,0.0,1.0,1.0
17031834400,3,0.7142857142857143,41.7769504,-87.596303,3,0.796,0.8532,0.5859,0.8712,0.8834,0.0,0.0,0.0,0.0,1.0
17031834500,3,0.8,41.786032,-87.6253618,3,0.8821,0.8947,0.4947,0.6073,0.8378,0.0,0.0,0.0,0.0,1.0
17031834600,3,0.8888888888888888,41.7872463,-87.6343057,3,0.9399,0.9188,0.7323,0.9168,0.9791,0.0,0.0,0.0,0.0,0.0
17031834700,3,0.75,41.7906903,-87.6450334,3,0.9836,0.9865,0.7852,0.8487,0.9916,0.0,0.0,0.0,0.0,3.0
17031834800,3,1.2857142857142858,41.7836336,-87.6450883,3,0.9666,0.9146,0.8321,0.6076,0.9396,0.0,0.0,0.0,1.0,2.0
17031834900,3,1.0,41.7722986,-87.6567361,3,0.9865,0.9839,0.4661,0.8577,0.9756,0.0,0.0,0.0,1.0,1.0
17031835000,3,1.2222222222222223,41.7828495,-87.6860492,3,0.9656,0.8552,0.9544,0.8009,0.9769,0.0,0.0,0.0,3.0,0.0
17031835100,3,0.4444444444444444,41.7901579,-87.6862479,3,0.9277,0.6519,0.9936,0.6127,0.9133,0.0,0.0,0.0,1.0,0.0
17031835200,3,1.2222222222222223,41.7966437,-87.7452866,3,0.7311,0.4197,0.9165,0.43,0.6939,0.0,0.0,0.0,0.0,4.0
17031835500,3,0.7777777777777778,41.816354,-87.6325395,3,0.9753,0.7049,0.8029,0.8616,0.9595,0.0,0.0,0.0,0.0,2.0
17031835600,3,0.625,41.8018345,-87.6322016,3,0.8384,0.6602,0.7984,0.5793,0.8159,0.0,0.0,0.0,1.0,2.0
17031835800,3,0.7142857142857143,41.8130462,-87.6187192,3,0.886,0.8102,0.6507,0.4374,0.7989,0.0,0.0,0.0,0.0,0.0
17031836000,3,0.2222222222222222,41.8140036,-87.6116844,3,0.7298,0.5575,0.6661,0.3886,0.655,0.0,0.0,0.0,0.0,0.0
17031836100,3,0.6666666666666666,41.7998052,-87.6186826,3,0.9043,0.9586,0.4392,0.9204,0.9566,0.0,0.0,0.0,0.0,0.0
17031836200,3,0.5,41.7904693,-87.6012849,3,0.691,0.0051,0.5474,0.7399,0.407,0.0,0.0,0.0,0.0,0.0
17031836300,3,0.1,41.8015324,-87.6017585,3,0.5252,0.053,0.3326,0.6789,0.3543,0.0,0.0,0.0,0.0,0.0
17031836400,3,0.0,41.8190118,-87.5951761,3,0.7633,0.9255,0.6215,0.4499,0.7729,0.0,0.0,0.0,1.0,0.0
17031836500,3,0.4,41.8259463,-87.599456,3,0.8571,0.9396,0.4947,0.6545,0.8551,0.0,0.0,0.0,0.0,0.0
17031836600,3,3.5,41.8986973,-87.7088059,3,0.725,0.7672,0.7528,0.8288,0.8481,0.0,0.0,0.0,1.0,8.0
17031836700,3,3.375,41.8917041,-87.7021747,3,0.8988,0.8773,0.869,0.8555,0.9659,0.0,0.0,0.0,3.0,5.0
17031836800,3,3.2857142857142856,41.8850903,-87.7149666,3,0.9994,0.9724,0.4144,0.9338,0.9839,0.0,0.0,0.0,3.0,3.0
17031836900,3,2.375,41.8818831,-87.7061362,3,0.9579,0.7675,0.8308,0.824,0.955,0.0,0.0,0.0,2.0,1.0
17031837000,3,1.7142857142857142,41.8783233,-87.6986739,3,0.9425,0.9322,0.408,0.895,0.9483,0.0,0.0,0.0,3.0,3.0
17031837100,3,1.75,41.8856736,-87.6987204,3,0.884,0.7521,0.652,0.8224,0.8978,0.0,0.0,0.0,0.0,0.0
17031837300,3,2.4444444444444446,41.8716191,-87.7055524,3,0.9062,0.7402,0.5968,0.852,0.9056,0.0,0.0,0.0,1.0,2.0
17031837400,3,1.2222222222222223,41.8759745,-87.6938013,3,0.9637,0.8083,0.6263,0.8963,0.9576,0.0,0.0,0.0,0.0,1.0
17031837800,3,0.5833333333333334,41.8847504,-87.6841272,3,0.7687,0.5058,0.7072,0.8706,0.8249,0.0,0.0,0.0,0.0,1.0
17031838000,3,1.125,41.8773666,-87.6806521,3,0.7694,0.7123,0.6764,0.7306,0.8057,0.0,0.0,0.0,0.0,1.0
17031838100,3,1.25,41.87867,-87.6716928,3,0.7395,0.4162,0.5705,0.9155,0.7822,0.0,0.0,0.0,1.0,2.0
17031838200,3,1.2857142857142858,41.8704149,-87.675126,3,0.6926,0.034,0.653,0.6124,0.4729,0.0,0.0,0.0,0.0,3.0
17031838300,3,0.42857142857142855,41.9015665,-87.6384039,3,0.3771,0.0572,0.3509,0.9094,0.4031,0.0,0.0,0.0,1.0,0.0
17031838600,3,2.0,41.8678233,-87.7008236,3,0.9945,0.9666,0.5955,0.9637,0.9955,0.0,0.0,0.0,1.0,3.0
17031838700,3,3.5714285714285716,41.8625775,-87.7201851,3,0.991,0.9798,0.4661,0.7312,0.9515,0.0,0.0,0.0,4.0,9.0
17031838800,3,0.6153846153846154,41.6834042,-87.5740611,3,0.9598,0.9775,0.9047,0.4284,0.9425,0.0,0.0,0.0,0.0,0.0
17031839000,3,2.5714285714285716,41.8714863,-87.6313078,3,0.2155,0.0292,0.5303,0.9461,0.3315,0.0,0.0,0.0,2.0,1.0
17031839100,3,2.090909090909091,41.8809857,-87.6330703,3,0.2959,0.0093,0.6039,0.9753,0.3813,0.0,0.0,0.0,5.0,7.0
17031839200,3,0.2857142857142857,41.8420108,-87.6220362,3,0.5965,0.3783,0.8501,0.8834,0.7581,0.0,0.0,0.0,0.0,0.0
17031839500,3,0.125,41.8340975,-87.6192919,3,0.6704,0.5164,0.3872,0.9277,0.7408,0.0,0.0,0.0,0.0,1.0
17031839600,3,0.375,41.8274428,-87.6192486,3,0.5888,0.9136,0.4257,0.7171,0.7208,0.0,0.0,0.0,0.0,0.0
17031839700,3,1.0,41.8336508,-87.6519488,3,0.6457,0.2958,0.7904,0.4216,0.5904,0.0,0.0,0.0,0.0,0.0
17031839800,3,0.625,41.8350674,-87.6431623,3,0.5577,0.0951,0.8851,0.6509,0.5638,0.0,0.0,0.0,0.0,1.0
17031839900,3,0.7142857142857143,41.8273459,-87.648454,3,0.6046,0.113,0.7878,0.4961,0.5185,0.0,0.0,0.0,2.0,2.0
17031840000,3,0.7,41.8314369,-87.6384053,3,0.5959,0.0739,0.888,0.4249,0.4908,0.0,0.0,0.0,0.0,1.0
17031840100,3,0.2857142857142857,41.8418308,-87.639203,3,0.8156,0.0623,0.9589,0.6776,0.6929,0.0,0.0,0.0,0.0,0.0
17031840200,3,0.25,41.8446476,-87.6492096,3,0.7334,0.1195,0.956,0.7582,0.7218,0.0,0.0,0.0,0.0,0.0
17031840300,3,0.8,41.832097,-87.6818813,3,0.8275,0.2733,0.9618,0.2145,0.6544,0.0,0.0,0.0,0.0,1.0
17031840400,3,0.7777777777777778,41.8339264,-87.6671616,3,0.8429,0.1034,0.964,0.623,0.7302,0.0,0.0,0.0,1.0,1.0
17031840700,3,1.125,41.8529302,-87.6942666,3,0.9579,0.6802,0.9727,0.9046,0.9798,0.0,0.0,0.0,1.0,0.0
17031840800,3,0.42857142857142855,41.8408329,-87.707371,3,0.859,0.578,0.9994,0.4377,0.8256,0.0,0.0,0.0,0.0,0.0
17031841000,3,0.5,41.8475444,-87.6101983,3,0.1815,0.1904,0.8196,0.5812,0.3784,0.0,0.0,0.0,0.0,0.0
17031841100,3,0.6,41.8516438,-87.6356612,3,0.8911,0.2746,0.991,0.99,0.9685,0.0,0.0,0.0,1.0,0.0
17031841200,3,1.1111111111111112,41.8555618,-87.683342,3,0.7604,0.2431,0.9457,0.3943,0.6662,0.0,0.0,0.0,1.0,2.0
17031841300,3,1.1111111111111112,41.8439774,-87.6842025,3,0.7951,0.2081,0.9612,0.7315,0.7742,0.0,0.0,0.0,1.0,0.0
17031841500,3,2.2857142857142856,41.8616224,-87.7079132,3,0.9264,0.8632,0.6302,0.6198,0.877,0.0,0.0,0.0,1.0,3.0
17031841700,3,1.0,41.8531302,-87.7041819,3,0.9952,0.6952,0.8841,0.7611,0.9557,0.0,0.0,0.0,0.0,1.0
17031841800,3,1.1538461538461537,41.7663063,-87.5994203,3,0.8564,0.9297,0.7037,0.5498,0.8628,0.0,0.0,0.0,1.0,0.0
17031841900,3,1.3333333333333333,41.8684578,-87.6429648,3,0.5824,0.0112,0.573,0.9387,0.4822,0.0,0.0,0.0,1.0,3.0
17031842000,3,0.3,41.83496,-87.6251702,3,0.6595,0.0694,0.7217,0.8902,0.6441,0.0,0.0,0.0,0.0,0.0
17031842100,3,3.3846153846153846,41.8952785,-87.7336103,3,0.9287,0.6863,0.9088,0.7107,0.9158,0.0,0.0,0.0,2.0,4.0
17031842200,3,0.2222222222222222,41.9047279,-87.6492199,3,0.1018,0.0976,0.5862,0.6657,0.2583,0.0,0.0,0.0,2.0,1.0
17031842300,3,0.5,41.9097236,-87.6606398,3,0.1147,0.0135,0.2263,0.877,0.133,0.0,0.0,0.0,0.0,0.0
17031842400,3,0.8888888888888888,41.7424258,-87.6300706,3,0.8725,0.8272,0.6398,0.386,0.7803,0.0,0.0,0.0,1.0,0.0
17031842500,3,0.7272727272727273,41.7769506,-87.6232157,3,0.9888,0.7046,0.4909,0.7325,0.8757,0.0,0.0,0.0,0.0,0.0
17031842600,3,1.0769230769230769,41.8162186,-87.6516951,3,0.7106,0.3667,0.7817,0.5591,0.6749,0.0,0.0,0.0,2.0,0.0
17031842800,3,0.6666666666666666,41.8075339,-87.6983044,3,0.9444,0.6567,0.9933,0.3086,0.8381,0.0,0.0,0.0,0.0,0.0
17031842900,3,1.0666666666666667,41.8631389,-87.6729371,3,0.9431,0.9888,0.4006,0.93,0.9762,0.0,0.0,0.0,0.0,3.0
17031843000,3,3.2142857142857144,41.8679365,-87.7227489,3,0.9502,0.9689,0.8414,0.6407,0.9627,0.0,0.0,0.0,1.0,5.0
17031843100,3,1.7777777777777777,41.8626017,-87.6994529,3,0.9097,0.973,0.5984,0.4698,0.8683,0.0,0.0,0.0,0.0,1.0
17031843200,3,0.8947368421052632,41.8487153,-87.6642169,3,0.7581,0.2704,0.9188,0.5267,0.7013,0.0,0.0,0.0,0.0,0.0
17031843300,3,1.4444444444444444,41.8637638,-87.6925503,3,0.9753,0.5684,0.9005,0.6098,0.8927,0.0,0.0,0.0,0.0,1.0
17031843400,3,1.0,41.8493274,-87.7320218,3,0.9133,0.8269,0.8363,0.4743,0.8625,0.0,0.0,0.0,0.0,1.0
17031843500,3,1.0,41.8409834,-87.6975661,3,0.78,0.0726,0.7872,0.4348,0.5673,0.0,0.0,0.0,0.0,0.0
17031843600,3,0.25,41.8067653,-87.6089488,3,0.6784,0.9268,0.6347,0.5629,0.7639,0.0,0.0,0.0,1.0,0.0
17031843700,3,0.38461538461538464,41.9455604,-87.690034,3,0.221,0.1294,0.7249,0.2826,0.2432,0.0,0.0,0.0,2.0,1.0
17031843800,3,1.2222222222222223,41.8016566,-87.6404756,3,0.8346,0.9412,0.6469,0.4608,0.8262,0.0,0.0,0.0,0.0,0.0
17031843900,3,0.7777777777777778,41.7789932,-87.5761303,3,0.7369,0.8131,0.7759,0.9066,0.8991,0.0,0.0,0.0,0.0,1.0
17031844600,3,1.2857142857142858,41.8133852,-87.6254437,3,0.6935,0.5114,0.9146,0.703,0.734,0.0,0.0,0.0,1.0,0.0
17031844700,3,1.1111111111111112,41.8541473,-87.7117002,3,0.9499,0.6778,0.9103,0.9653,0.976,0.0,0.0,0.0,0.0,2.0
17031010100,4,1.4,42.0212553,-87.6698301,4,0.6993,0.3324,0.6231,0.9294,0.7652,0.0,0.0,1.0,3.0,2.0
17031010201,4,1.0,42.0160077,-87.6801484,4,0.8127,0.5321,0.9034,0.9971,0.9775,0.0,0.0,0.0,0.0,1.0
17031010202,4,1.875,42.0160476,-87.6733256,4,0.7761,0.2987,0.8909,1.0,0.965,0.0,0.0,0.0,0.0,2.0
17031010300,4,1.875,42.0159431,-87.6665393,4,0.5249,0.2152,0.8035,0.9778,0.7459,0.0,0.0,2.0,1.0,3.0
17031010400,4,1.0,42.0064109,-87.6588157,4,0.6039,0.044,0.5933,0.9984,0.7,0.0,0.0,0.0,1.0,2.0
17031010501,4,2.0,42.0094119,-87.6639583,4,0.566,0.0912,0.7557,0.8192,0.5933,0.0,0.0,0.0,2.0,1.0
17031010502,4,1.4,42.0045173,-87.6633273,4,0.5156,0.0546,0.6687,0.957,0.594,0.0,0.0,1.0,1.0,0.0
17031010503,4,1.3333333333333333,42.0003207,-87.6631262,4,0.8108,0.5055,0.7769,0.9425,0.8917,0.0,0.0,1.0,0.0,0.0
17031010600,4,1.6666666666666667,42.0062774,-87.667683,4,0.6132,0.0283,0.808,0.9586,0.6164,0.0,0.0,1.0,1.0,4.0
17031010701,4,1.375,42.0091482,-87.6786204,4,0.61,0.2659,0.8648,0.6904,0.664,0.0,0.0,1.0,1.0,2.0
17031010702,4,2.142857142857143,42.0090199,-87.6727257,4,0.7565,0.2405,0.9072,0.9589,0.8587,0.0,0.0,0.0,1.0,1.0
17031020100,4,0.625,42.015721,-87.6871169,4,0.5988,0.184,0.8912,0.8847,0.718,0.0,0.0,0.0,0.0,1.0
17031020200,4,0.4444444444444444,42.0156903,-87.6995191,4,0.6637,0.4367,0.7034,0.6342,0.672,0.0,0.0,0.0,1.0,0.0
17031020301,4,0.2857142857142857,42.0068651,-87.7051865,4,0.5448,0.9107,0.6931,0.8176,0.7931,0.0,0.0,0.0,0.0,0.0
17031020302,4,0.5,42.0085406,-87.6949634,4,0.6007,0.6904,0.7653,0.9502,0.8407,0.0,0.0,0.0,0.0,0.0
17031020400,4,1.0,42.008488,-87.6859118,4,0.5198,0.6339,0.8283,0.9528,0.8111,0.0,0.0,0.0,0.0,0.0
17031020500,4,1.0,42.0013129,-87.6841982,4,0.9187,0.4477,0.9435,0.9974,0.99,0.0,0.0,0.0,3.0,2.0
17031020601,4,0.5,42.0008746,-87.7018025,4,0.8166,0.6856,0.8549,0.8943,0.9203,0.0,0.0,1.0,0.0,0.0
17031020602,4,0.7142857142857143,42.0013156,-87.6936373,4,0.7793,0.7017,0.853,0.7714,0.8603,0.0,0.0,0.0,0.0,1.0
17031020701,4,0.8888888888888888,41.9868915,-87.7036897,4,0.3527,0.2004,0.7127,0.1895,0.2946,0.0,0.0,0.0,0.0,0.0
17031020702,4,0.7777777777777778,41.9941256,-87.7048939,4,0.8487,0.5026,0.8857,0.8735,0.9011,0.0,0.0,0.0,0.0,0.0
17031020801,4,0.75,41.9868081,-87.6944149,4,0.7571,0.4236,0.9014,0.8828,0.85,0.0,0.0,1.0,0.0,2.0
17031020802,4,0.7777777777777778,41.9940592,-87.6946306,4,0.8236,0.4534,0.8966,0.8041,0.8538,0.0,0.0,1.0,3.0,2.0
17031020901,4,1.0,41.9943922,-87.6854736,4,0.7241,0.3041,0.8986,0.887,0.8169,0.0,0.0,0.0,1.0,0.0
17031020902,4,0.7142857142857143,41.9942585,-87.6786841,4,0.797,0.4708,0.8873,0.9746,0.9303,0.0,0.0,0.0,0.0,0.0
17031030101,4,1.0,41.9910538,-87.654879,4,0.5596,0.1721,0.87,0.9457,0.7279,0.0,0.0,0.0,4.0,1.0
